A1-C1,A1-C2,A1-C3,A1-C4,A1-C5,A1-C6,A2-C1,A2-C2,A2-C3,A2-C4,A2-C5,A2-C6,A3-C1,A3-C2,A3-C3,A3-C4,A3-C5,A3-C6,A4-C1,A4-C2,A4-C3,A4-C4,A4-C5,A4-C6,A5-C1,A5-C2,A5-C3,A5-C4,A5-C5,A5-C6,A6-C1,A6-C2,A6-C3,A6-C4,A6-C5,A6-C6,model_type,beta,hs,memory
0.16956767439842224,0.4471535086631775,-0.334470272064209,,,,0.11350667476654053,0.5958732068538666,-0.030237197875976562,,,,-0.4970412850379944,-0.009015202522277832,0.5198278427124023,,,,,,,0.3438680171966553,-0.2738308906555176,-0.043807923793792725,,,,0.16938826441764832,0.21184849739074707,0.15319621562957764,,,,-0.10930907726287842,-0.2913922667503357,0.45945024490356445,hybrid,1.0,256,high
0.12558229640126228,0.7612462639808655,0.18729960918426514,,,,-0.047213271260261536,0.5636098384857178,0.2570791244506836,,,,-0.045691996812820435,0.25834986567497253,0.7364186644554138,,,,,,,0.31793540716171265,-0.2930293381214142,-0.12536829710006714,,,,-0.0036349594593048096,-0.06677056849002838,0.17485249042510986,,,,0.043302521109580994,-0.31205815076828003,0.1614060401916504,hybrid,0.1,32,medium
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06318575143814087,,,,,0.038878994062542915,0.32419687509536743,hybrid,0.2,6,low
0.6362653970718384,0.6362653970718384,-0.6043031229532971,,,,0.9383174180984497,0.9383174180984497,-0.4749835743464246,,,,-0.8862051977671399,-0.8862051977671399,0.6735695898532867,,,,,,,0.005808830261230469,,,,,,,,,,,,,,,pure,0.9,6,low
0.2002260833978653,0.8963972479104996,0.1916758418083191,,,,0.008913934230804443,0.6127941608428955,0.24071937799453735,,,,-0.3243817985057831,0.041370511054992676,0.8721360564231873,,,,,,,0.6671785712242126,-0.22236725687980652,-0.4897511601448059,,,,0.3898728936910629,-0.02866840362548828,-0.028952330350875854,,,,0.02872811257839203,-0.21383142471313477,0.7180402278900146,hybrid,0.5,32,medium
0.10191129427403212,0.48126906156539917,0.379486083984375,,,,-0.112419493496418,0.42485493421554565,0.27549320459365845,,,,-0.043849220499396324,0.669256865978241,0.5533736944198608,,,,,,,0.8151812851428986,-0.051807500422000885,-0.3065258860588074,,,,0.2577381134033203,-0.006247460842132568,-0.3446985334157944,,,,-0.4090825319290161,-0.38038867712020874,0.9252903684973717,pure,0.7,256,high
-0.09204795211553574,0.48178136348724365,0.06664794683456421,,,,-0.21599366888403893,0.5225805044174194,0.4018588662147522,,,,-0.35416778922080994,0.4450252652168274,0.5878818035125732,,,,,,,0.36675846576690674,-0.5488334894180298,-0.20123796164989471,,,,0.1164540946483612,0.32136546075344086,0.11192786693572998,,,,-0.31961289048194885,-0.2780050039291382,0.4686148166656494,pure,0.8,256,high
0.7967927604913712,0.6656450927257538,0.10957694053649902,,,,0.8904382959008217,0.7461230754852295,0.03080841898918152,,,,0.0595422089099884,-0.24481835961341858,0.3285698890686035,,,,,,,0.9704985991120338,,-0.14239194989204407,,,,,,,,,,-0.2548651099205017,,0.7491709440946579,hybrid,0.6,32,medium
-0.08089886605739594,0.3658927083015442,0.42348042130470276,,,,0.10345727950334549,0.7445000410079956,0.43011125922203064,,,,-0.17680689692497253,0.6920111961662769,0.9082367867231369,,,,,,,0.8894337713718414,0.2243236005306244,-0.17105235159397125,,,,0.45428861677646637,0.5331225991249084,0.37806618213653564,,,,-0.2447562962770462,-0.07368065416812897,0.8996185287833214,hybrid,0.5,256,high
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pure,0.6,6,low
0.6308841109275818,0.5742319524288177,-0.10359635949134827,,,,0.685911905951798,0.7997519075870514,0.08468984067440033,,,,0.013863682746887207,-0.03449559956789017,0.9125856310129166,,,,,,,0.6680757403373718,,-0.18962368369102478,,,,,,,,,,0.2408732771873474,,0.8720734864473343,hybrid,0.1,32,medium
0.18209469318389893,0.5518419444561005,0.10833466053009033,,,,0.4076363742351532,0.9228296875953674,0.13883823156356812,,,,0.17942166328430176,0.05357927083969116,0.5728933811187744,,,,,,,0.688162237405777,-0.3994886837899685,-0.07728549838066101,,,,-0.6229140581563115,-0.13842904567718506,0.44964922219514847,,,,-0.8609275240451097,-0.6320624202489853,0.6526884734630585,pure,0.9,32,medium
0.08113059401512146,0.8234067857265472,0.459913045167923,,,,-0.04289746284484863,0.9666957221925259,0.5887954235076904,,,,0.3522108420729637,0.5100790914148092,0.498149573802948,,,,,,,0.4820559024810791,0.14699453115463257,0.2656417042016983,,,,0.45794034004211426,-0.11805993318557739,0.6105547547340393,,,,0.05566313862800598,-0.4321197271347046,0.9850188482378144,hybrid,0.3,256,high
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pure,0.9,6,low
0.028701990842819214,0.26418471336364746,-0.169795423746109,,,,-0.055960893630981445,0.5797331929206848,0.26642128825187683,,,,-0.2908294200897217,0.0025675296783447266,0.3981444835662842,,,,,,,0.4601142406463623,,-0.18582308292388916,,,,,,,,,,0.13068188726902008,,0.5515712201595306,hybrid,0.4,256,high
0.6429582834243774,0.6429582834243774,-0.5877096054999545,,,,0.9247481226921082,0.9247481226921082,-0.4504346249549106,,,,-0.9049370286910251,-0.9049370286910251,0.6654787063598633,,,,,,,0.006292402744293213,,,,,,,,,,,,,,,pure,0.6,6,low
-0.05619251728057861,0.6570850014686584,0.24718892574310303,,,,0.1239270567893982,0.5067741870880127,0.17399156093597412,,,,-0.60673738270998,0.1739404797554016,0.22367948293685913,,,,,,,0.9594568274915218,0.026541918516159058,-0.20647985488176346,,,,-0.04492288827896118,-0.5437474399805069,0.10821861028671265,,,,-0.2889585644006729,-0.7775904536247253,0.5435024201869965,pure,1.0,256,high
,,,,,,,0.9526633694767952,0.5538948178291321,,,,,0.9613836521748453,0.15811675786972046,,,,,,,,,,,,,,,,,,,,,,hybrid,0.1,6,low
0.15648648142814636,0.7350587248802185,0.5883823037147522,,,,0.27652397006750107,0.5688694715499878,0.5660566687583923,,,,0.27216336131095886,0.7315440773963928,0.7446719110012054,,,,,,,0.9299116879701614,-0.12013587355613708,-0.10310500860214233,,,,0.3950330317020416,0.09369528293609619,-0.08360081911087036,,,,-0.06691887974739075,-0.14586198329925537,0.7007490396499634,hybrid,0.9,256,high
0.27998366951942444,0.7115800976753235,0.11568841338157654,,,,0.06530517339706421,0.7492805421352386,0.1933715045452118,,,,-0.3288968801498413,0.11106294393539429,0.5848313868045807,,,,,,,0.7441744208335876,0.14680266380310059,0.04628986120223999,,,,0.3807831406593323,0.5855503082275391,0.18535926938056946,,,,0.2008202075958252,0.05675765872001648,0.5377133190631866,hybrid,0.8,256,high
0.9904778962954879,0.9880709741264582,-0.42034470768703613,,,,0.5121071338653564,0.47194355726242065,-0.12558491261734162,,,,-0.24387062168534612,-0.37663126564439153,-0.0017048120498657227,,,,,,,0.9997959733009338,-0.149880051612854,0.6739366054534912,,,,0.5516850091516972,-0.006658494472503662,0.9441966041922569,,,,0.5923472545109689,-0.04409831762313843,0.9881392722018063,hybrid,0.9,6,low
0.04249482974410057,0.770977333188057,0.20279890298843384,,,,-0.202871635556221,0.6968101561069489,0.5543379783630371,,,,-0.028509730473160744,0.20474940538406372,0.2802945375442505,,,,,,,0.32881349325180054,-0.46504777669906616,-0.2790539562702179,,,,0.1068274974822998,0.0409354567527771,-0.27018222492188215,,,,-0.20299862325191498,-0.08106495440006256,0.5099656283855438,pure,0.7,32,medium
0.7807590514421463,0.9511791244149208,0.3912837952375412,,,,0.37469547986984253,0.8549891412258148,0.11433711647987366,,,,-0.18249601125717163,0.32018743455410004,0.6884390413761139,,,,,,,0.5504518151283264,,-0.11164069175720215,,,,,,,,,,-0.33698004484176636,,0.5499000549316406,hybrid,0.4,32,medium
0.1586974859237671,0.6560329794883728,0.3569718673825264,,,,-0.19596219062805176,0.7138921022415161,0.12332440912723541,,,,-0.34724684059619904,0.2362794429063797,0.6286914348602295,,,,,,,0.6887465119361877,,-0.6278189122676849,,,,,,,,,,-0.04379664361476898,,0.48047691583633423,hybrid,0.3,32,medium
,,,,,,,,,,,,,,,,,,,,,0.908904179930687,-0.15097108483314514,,,,,0.9015550017356873,-0.23651629453524947,,,,,,,,pure,0.4,6,low
0.15085777640342712,0.7988690584897995,0.3940414786338806,,,,0.30640827864408493,0.5315158665180206,0.46313969790935516,,,,-0.19967526197433472,0.24087980389595032,0.5422901213169098,,,,,,,0.9279862493276596,-0.005711793899536133,-0.2664385139942169,,,,0.6722265481948853,-0.08429455757141113,-0.15909716486930847,,,,0.028025969862937927,-0.42133620381355286,0.43401747941970825,pure,0.5,256,high
,,,,,,,0.923638828098774,0.4589676260948181,,,,,0.46204977482557297,0.4265824556350708,,,,,,,0.46411657333374023,,-0.09507867693901062,,,,,,,,,,0.15414762496948242,,0.9888560166582465,hybrid,0.0,256,high
0.4223915711045265,0.7370286881923676,0.10635226964950562,,,,0.051770687103271484,0.6022993922233582,0.28767745196819305,,,,-0.09945444762706757,0.3416455462574959,0.5785009264945984,,,,,,,0.5211948752403259,-0.13267599046230316,-0.05644980072975159,,,,-0.3644561469554901,0.2650400400161743,-0.11327949166297913,,,,-0.5628747344017029,-0.04052810836583376,0.7135765552520752,pure,0.9,32,medium
0.05364766716957092,0.6326073408126831,0.3300348222255707,,,,-0.11876708269119263,0.983101312071085,0.48676712810993195,,,,-0.3767577335238457,0.2542281746864319,0.556644469499588,,,,,,,0.41999298334121704,-0.19135022163391113,-0.520470380783081,,,,0.32399672269821167,-0.03989259898662567,0.07975134253501892,,,,-0.0675448477268219,-0.11073426902294159,0.5832179188728333,pure,0.9,256,high
-0.47861242294311523,0.28667521476745605,-0.12007701396942139,,,,0.16012121737003326,0.775561660528183,-0.032515883445739746,,,,-0.35542555898427963,-0.25910743325948715,0.34860777854919434,,,,,,,0.4450327157974243,-0.0752011239528656,-0.28092142939567566,,,,0.02970406413078308,0.4504138231277466,0.26319804787635803,,,,-0.35953617095947266,-0.4040265679359436,0.8293536305427551,hybrid,0.8,32,medium
-0.03556408733129501,0.8232062757015228,0.4317760765552521,,,,-0.4265041649341583,0.3978959918022156,-0.030163109302520752,,,,-0.32417160272598267,0.32263636589050293,0.2826632261276245,,,,,,,0.4668882489204407,-0.2703793942928314,-0.7671821117401123,,,,-0.11773905158042908,0.3987766057252884,0.0474604070186615,,,,-0.42007216811180115,-0.32827128469944,0.5021725296974182,pure,0.6,32,medium
-0.1663353145122528,0.7017460465431213,-0.3630720153450966,,,,0.22221972048282623,0.8867975473403931,-0.3530373275279999,,,,-0.09212830662727356,0.006575822830200195,0.7506735026836395,,,,,,,0.7515564560890198,-0.22453808784484863,-0.5342984199523926,,,,0.5463190972805023,-0.04302510619163513,-0.026689916849136353,,,,-0.4115360975265503,-0.5018740892410278,0.711333692073822,pure,0.1,256,high
-0.2143426090478897,0.5802362561225891,0.6548189856112003,,,,-0.13747461140155792,0.9999445080757141,0.6785295307636261,,,,-0.19904180779121816,0.2859415113925934,0.9438687339425087,,,,,,,0.6298786401748657,-0.48524317145347595,-0.769077368080616,,,,0.23826175928115845,-0.1372966468334198,0.3146213889122009,,,,-0.412466436624527,-0.2750885635614395,0.7855979204177856,pure,0.7,256,high
,,,,,,,,,,,,,,,,,,,,,0.46822887659072876,,-0.6239780485630035,,,,,,,,,,-0.10369306802749634,,0.8630538657307625,hybrid,0.5,6,low
0.38240887224674225,0.6262161433696747,0.09178194403648376,,,,0.3204202950000763,0.7498766779899597,-0.02580922842025757,,,,-0.043962568044662476,0.34827759861946106,0.41640913486480713,,,,,,,0.6279208660125732,-0.2127925306558609,0.016668468713760376,,,,0.4906339645385742,0.23620956670492887,-0.01559436321258545,,,,0.06681829690933228,-0.14162324368953705,0.4447177052497864,hybrid,0.5,256,high
0.5193131864070892,0.5040439963340759,-0.5210312008857727,,,,0.8477400373667479,0.21785491704940796,0.25835853815078735,,,,-0.049872636795043945,0.41513193398714066,0.39924371242523193,,,,,,,-0.19138634204864502,-0.6594699621200562,-0.14783132076263428,,,,-0.2786087989807129,-0.11927536502480507,0.03710941970348358,,,,-0.7622253894805908,0.009529650211334229,0.6020241230726242,hybrid,0.4,6,low
,,,,,,,0.9791162312030792,-0.010646820068359375,,,,,0.599367082118988,0.7968332767486572,,,,,,,0.7670107185840607,0.008215490728616714,0.05577307939529419,,,,-0.25420792400836945,0.32140159606933594,-0.0046422481536865234,,,,-0.6260900646448135,0.4182202219963074,0.1578296422958374,hybrid,0.1,6,low
0.288038045167923,0.7990180850028992,0.09368515014648438,,,,0.4298765957355499,0.6960870027542114,0.10092023015022278,,,,-0.037505656480789185,0.06823784112930298,0.4834135174751282,,,,,,,0.9956502746790648,-0.11405342817306519,-0.27003592252731323,,,,0.613166943192482,0.061502665281295776,-0.09064921736717224,,,,0.24880816042423248,-0.32750043272972107,0.3944476842880249,hybrid,0.4,256,high
,,,,,,,0.7541699409484863,0.2609836757183075,,,,,0.3643350601196289,0.9884626865386963,,,,,,,0.35670310258865356,-0.07894620299339294,0.18404259532690048,,,,0.25187912583351135,0.4253857284784317,0.7056200951337814,,,,0.0205535888671875,0.20489592850208282,0.8703637421131134,hybrid,0.2,256,high
0.031973354518413544,0.7548602372407913,0.7009114734828472,,,,-0.005787990987300873,0.6592270731925964,0.35187965631484985,,,,-0.11347784101963043,0.4662955701351166,0.859370082616806,,,,,,,0.6041958928108215,-0.4448463022708893,-0.37787139415740967,,,,0.23606309294700623,-0.02251472696661949,0.1976221203804016,,,,-0.1268041729927063,-0.38034193590283394,0.826950415968895,pure,0.2,256,high
0.16806048154830933,0.8599807769060135,0.3676180839538574,,,,-0.17513999342918396,0.7247856557369232,0.018549025058746338,,,,-0.2869610898196697,0.30862393975257874,0.1367282271385193,,,,,,,0.9041168615221977,-0.18560545146465302,-0.5339160859584808,,,,-0.05183762311935425,0.036549270153045654,0.9004986509680748,,,,-0.5201534628868103,0.024121522903442383,0.7389024198055267,pure,0.8,32,medium
,,,,,,,0.3737837076187134,0.011334419250488281,,,,,-0.0532684326171875,0.4149075150489807,,,,,,,0.35131019353866577,-0.33543717861175537,-0.3272208869457245,,,,0.3480006158351898,-0.07947742938995361,0.1419391632080078,,,,-0.02718222141265869,-0.14053937792778015,0.41733479499816895,hybrid,0.7,256,high
0.44110411405563354,0.37961602210998535,0.276231586933136,,,,0.4417971633374691,0.24608951807022095,-0.12871414422988892,,,,0.15008650720119476,0.1847006380558014,0.681189775466919,,,,,,,0.8442410826683044,0.3153230994939804,0.10964986681938171,,,,0.20750242471694946,0.15944620966911316,0.5010092258453369,,,,-0.029169052839279175,-0.012757331132888794,0.9596641585230827,hybrid,0.6,256,high
0.4152737855911255,0.19277673959732056,-0.27518343925476074,,,,0.6205951571464539,0.4027872085571289,-0.06339806318283081,,,,0.1183929443359375,-0.10232049226760864,0.40659064054489136,,,,,,,0.05007731914520264,,-0.031068716198205948,,,,,,,,,,-0.06909717005885341,,0.5235345363616943,hybrid,0.8,6,low
,,,,,,,,,,,,,,,,,,,,,0.2653215266764164,-0.08780938386917114,0.0,,,,-0.36011049849912524,0.3772203326225281,0.021104633808135986,,,,-0.8130751024000347,0.5000757575035095,0.28966623544692993,pure,0.6,6,low
0.2834185063838959,0.6623283922672272,-0.4419633150100708,,,,0.07841360569000244,0.7258419394493103,-0.30676138401031494,,,,-0.7446127906441689,0.4868181962519884,0.9131294935941696,,,,,,,0.9048998951911926,0.04261603788472712,0.06884303689002991,,,,0.32400739192962646,-0.3915594220161438,0.33058401942253113,,,,-0.037425339221954346,0.2894076108932495,0.7529956698417664,pure,0.2,6,low
,,,,,,,0.8328617066144943,-0.19893301278352737,,,,,-0.04856689274311066,0.09812027215957642,,,,,,,,,,,,,,0.8004191927611828,,,,,,,,hybrid,0.7,6,low
0.40023545920848846,0.5578951239585876,-0.1907842457294464,,,,0.40350498259067535,0.5365028977394104,0.08795595169067383,,,,-0.2723693735897541,0.16197478771209717,0.6835486888885498,,,,,,,0.4426126480102539,-0.20257827639579773,-0.0967145562171936,,,,0.1351102590560913,0.5301497280597687,0.24502849578857422,,,,-0.3022516816854477,-0.10192817449569702,0.5018268823623657,hybrid,0.9,256,high
0.8530658036470413,0.9217163622379303,0.14949288964271545,,,,0.6703079342842102,0.01518791913986206,-0.15071693062782288,,,,-0.45647746324539185,-0.2432895004749298,0.41236376762390137,,,,,,,0.747633308172226,-0.059858174586835844,-0.5448029637336731,,,,-0.0013945996761322021,0.40369662642478943,0.2136639952659607,,,,-0.19505677962482082,0.2854759842157364,0.6796390414237976,hybrid,1.0,6,low
0.5712473094463348,0.6334777176380157,-0.1827826350927353,,,,0.37171679735183716,0.8491352647542953,-0.22010944783687592,,,,-0.6327394880354404,-0.20906898379325867,0.6976543962955475,,,,,,,0.9586842991411686,-0.5718301683664322,-0.05883230268955231,,,,0.6264956444501877,-0.5531700551509857,0.226717047393322,,,,-0.10728070139884949,-0.12832607282325625,0.3541543483734131,pure,0.9,32,medium
0.4398615062236786,0.5969928205013275,0.40997371077537537,,,,0.3916603624820709,0.8930065482854843,0.5168983191251755,,,,0.058860838413238525,0.563996285200119,0.5871167778968811,,,,,,,0.7305037677288055,-0.15242870151996613,-0.2419600784778595,,,,0.3026202321052551,0.29664701223373413,0.4228041172027588,,,,-0.025893867015838623,-0.15209585428237915,0.30139821767807007,hybrid,1.0,256,high
-0.05198584496974945,0.3185786008834839,-0.03341779112815857,,,,-0.013252899050712585,0.5004670023918152,-0.1451326683163643,,,,0.12368511082604527,-0.4493933320045471,0.7826590240001678,,,,,,,0.7271038591861725,-0.5317593514919281,-0.3565615862607956,,,,0.5714520215988159,0.23546737432479858,0.10713295638561249,,,,-0.03377576172351837,-0.3525201976299286,0.33569055795669556,pure,0.4,32,medium
0.27003777027130127,0.7224282920360565,0.6883242353796959,,,,0.15936002135276794,0.7883213609457016,0.5659858882427216,,,,0.031373828649520874,0.11235731840133667,0.8174422681331635,,,,,,,0.12558352947235107,-0.1706115771085024,-0.5992739200592041,,,,-0.45029395818710327,0.2877524495124817,-0.4312412291765213,,,,-0.34880149364471436,-0.6030237674713135,0.7287214398384094,hybrid,0.2,32,medium
0.6648329794406891,0.5125961303710938,-0.3796572252176702,,,,0.6602354049682617,0.7801847457885742,-0.10153508326038718,,,,-0.0702926516532898,-0.29365139175206423,0.6259884834289551,,,,,,,0.6837278008460999,,-0.26115086674690247,,,,,,,,,,-0.2961413264274597,,0.7913686633110046,hybrid,0.5,32,medium
,,,,,,,0.9822314381599426,-0.958022128790617,,,,,0.005520363338291645,0.11003851890563965,,,,,,,0.3644980788230896,,0.5768454819917679,,,,,,,,,,-0.05193442106246948,,0.017645061016082764,hybrid,0.0,6,low
0.23737595975399017,0.6788845658302307,0.6946790963411331,,,,0.2179054543375969,0.8524319529533386,0.7582656294107437,,,,-0.3087639808654785,0.6052471399307251,0.6963578164577484,,,,,,,0.5612025558948517,-0.15723095834255219,-0.15244737267494202,,,,0.5114579852670431,0.009637027978897095,0.5149686187505722,,,,-0.18957237899303436,-0.22418327629566193,0.4634350538253784,pure,0.8,256,high
,,,,,,,,,,,,,,,,,,,,,0.11348968744277954,,,,,,,,,,,,,,,pure,0.9,6,low
,,,,,,,0.9106979444622993,-0.4227663278579712,,,,,-0.9194762706756592,0.6345949172973633,,,,,,,-0.11452913284301758,,,,,,,,,,,,,,,hybrid,0.2,6,low
