,name,path,task,L2,1,2,3,4,scores,beta,integration,integration_1,integration_2,integration_3,integration_4
17,model_blocked_hs_128_bs_12_beta_0_15_weights.pth,./trained_models_graphwalk,blocked,128,79.1044776119403,90.9090909090909,88.46153846153845,,"{1: 79.1044776119403, 2: 90.9090909090909, 3: 88.46153846153845, 4: nan}",0,0.441413242180457,0.4587846156001038,0.47038419963791966,0.31096959518997563,
18,model_intermixed_hs_256_bs_12_beta_0_9_weights.pth,./trained_models_graphwalk,intermixed,256,76.11940298507463,79.54545454545455,84.61538461538461,,"{1: 76.11940298507463, 2: 79.54545454545455, 3: 84.61538461538461, 4: nan}",0,0.35439399431193097,0.3450411920020284,0.37220561898180415,0.36942031122849917,
19,model_intermixed_hs_128_bs_12_beta_0.6_20_weights.pth,./trained_models_graphwalk,intermixed,128,47.76119402985074,50.0,50.0,,"{1: 47.76119402985074, 2: 50.0, 3: 50.0, 4: nan}",0.6,0.002893526144702025,0.007625500671565533,0.013940981843254784,-0.039098042708176836,
20,model_blocked_hs_64_bs_12_beta_0.6_1_weights.pth,./trained_models_graphwalk,blocked,64,47.76119402985074,50.0,50.0,,"{1: 47.76119402985074, 2: 50.0, 3: 50.0, 4: nan}",0.6,0.047971881098217435,0.06618012115359306,0.024548835375092247,-0.0020296848737276518,
21,model_intermixed_hs_256_bs_12_beta_0.9_11_weights.pth,./trained_models_graphwalk,intermixed,256,47.76119402985074,50.0,50.0,,"{1: 47.76119402985074, 2: 50.0, 3: 50.0, 4: nan}",0.9,0.01004688667528557,0.004424768500030041,0.009789713404395363,0.03816022322728084,
22,model_blocked_hs_128_bs_12_beta_0.7_16_weights.pth,./trained_models_graphwalk,blocked,128,47.76119402985074,50.0,50.0,,"{1: 47.76119402985074, 2: 50.0, 3: 50.0, 4: nan}",0.7,-0.02218504265101269,-0.030863171443343163,-0.05931787599216808,0.08337823244241568,
23,model_intermixed_hs_128_bs_12_beta_0_15_weights.pth,./trained_models_graphwalk,intermixed,128,70.8955223880597,79.54545454545455,57.692307692307686,,"{1: 70.8955223880597, 2: 79.54545454545455, 3: 57.692307692307686, 4: nan}",0,0.37290795896135087,0.3922721122606737,0.32003978277955736,0.37362739915649096,
24,model_intermixed_hs_32_bs_12_beta_0.8_21_weights.pth,./trained_models_graphwalk,intermixed,32,47.76119402985074,50.0,50.0,,"{1: 47.76119402985074, 2: 50.0, 3: 50.0, 4: nan}",0.8,0.047681758048558474,0.012481865007430315,0.09258782254023985,0.14497866080357477,
25,model_intermixed_hs_128_bs_12_beta_0.3_3_weights.pth,./trained_models_graphwalk,intermixed,128,61.940298507462686,72.72727272727273,76.92307692307693,,"{1: 61.940298507462686, 2: 72.72727272727273, 3: 76.92307692307693, 4: nan}",0.3,0.45193962260942766,0.41735952157886275,0.4468200450646691,0.603638365957886,
26,model_blocked_hs_32_bs_12_beta_0.6_6_weights.pth,./trained_models_graphwalk,blocked,32,47.76119402985074,50.0,50.0,,"{1: 47.76119402985074, 2: 50.0, 3: 50.0, 4: nan}",0.6,-0.058471556188482224,-0.06423409015405923,-0.01760911061005159,-0.09925398918298575,
27,model_blocked_hs_64_bs_12_beta_1_18_weights.pth,./trained_models_graphwalk,blocked,64,43.28358208955223,34.090909090909086,30.76923076923077,,"{1: 43.28358208955223, 2: 34.090909090909086, 3: 30.76923076923077, 4: nan}",1,0.024397377390414476,-0.04508001594161936,0.17430102030436198,0.24703914858400822,
