epoch,model_type,seed,hidden_size1,bottleneck_size,stim_A,stim_C,C_activation,cosine_sim,representation_entropy,representation_sparsity
0,pure blocked,47,256,18,26,9,0.02592579275369644,0.16822847723960876,3.983651638031006,3.693542957305908
0,pure interleaved,47,256,18,13,15,0.025525029748678207,0.21393172442913055,4.130096912384033,2.498322010040283
0,pure interleaved,47,256,18,5,35,0.021701106801629066,0.04659705236554146,4.032707214355469,4.456690788269043
0,pure blocked,47,256,18,21,34,0.018684564158320427,0.07612006366252899,4.090784549713135,4.667361736297607
0,pure blocked,47,256,18,19,8,0.019644128158688545,0.7422691583633423,3.793365478515625,9.596728324890137
0,pure interleaved,47,256,18,4,16,0.01923561468720436,0.09611246734857559,3.880679130554199,4.839853286743164
5,pure blocked,47,256,18,26,9,0.004877831321209669,0.5948076844215393,4.1557536125183105,1.687961220741272
5,pure interleaved,47,256,18,13,15,0.0017134686931967735,0.7941167950630188,4.075746536254883,1.7986048460006714
5,pure interleaved,47,256,18,5,35,0.0038002391811460257,0.18587644398212433,4.150227069854736,2.23256254196167
5,pure blocked,47,256,18,21,34,0.004672819748520851,0.06095525249838829,4.15303897857666,2.0144729614257812
5,pure blocked,47,256,18,19,8,0.0014259289018809795,0.9294775724411011,3.841597080230713,9.114644050598145
5,pure interleaved,47,256,18,4,16,0.0027460812125355005,0.4906019866466522,3.851881504058838,6.093393325805664
10,pure blocked,47,256,18,26,9,0.006178915034979582,0.9629780054092407,4.160027027130127,1.7781990766525269
10,pure interleaved,47,256,18,13,15,0.0011716462904587388,0.9669250249862671,4.091353893280029,2.499488115310669
10,pure interleaved,47,256,18,5,35,0.005384870804846287,0.30482855439186096,4.156848907470703,2.0318763256073
10,pure blocked,47,256,18,21,34,0.005087209399789572,0.11076318472623825,4.15736722946167,1.9334876537322998
10,pure blocked,47,256,18,19,8,0.0017578563420102,0.8734891414642334,3.949481964111328,8.5084228515625
10,pure interleaved,47,256,18,4,16,0.0023592424113303423,0.723597526550293,3.9322023391723633,5.856851100921631
15,pure blocked,47,256,18,26,9,0.006091082468628883,0.9987471103668213,4.152239799499512,2.131000280380249
15,pure interleaved,47,256,18,13,15,0.0008663830230943859,0.9566196203231812,4.0683088302612305,2.6323065757751465
15,pure interleaved,47,256,18,5,35,0.005288855638355017,0.22463908791542053,4.151595115661621,2.231919050216675
15,pure blocked,47,256,18,21,34,0.005020937416702509,0.08331605046987534,4.1518354415893555,2.15525484085083
15,pure blocked,47,256,18,19,8,0.002003326313570142,0.8598558902740479,3.9732143878936768,7.938648223876953
15,pure interleaved,47,256,18,4,16,0.0018665140960365534,0.8962608575820923,3.964763641357422,6.371028900146484
20,pure blocked,47,256,18,26,9,0.006265297066420317,0.9999275207519531,4.1534929275512695,2.1519336700439453
20,pure interleaved,47,256,18,13,15,0.0007028536056168377,0.9892134070396423,4.0761237144470215,3.052217721939087
20,pure interleaved,47,256,18,5,35,0.0056635718792676926,0.26459360122680664,4.153412818908691,2.160205125808716
20,pure blocked,47,256,18,21,34,0.005526175256818533,0.08611279726028442,4.153410911560059,2.153167724609375
20,pure blocked,47,256,18,19,8,0.0027497096452862024,0.8462327122688293,3.9932751655578613,7.639456748962402
20,pure interleaved,47,256,18,4,16,0.0011549533810466528,0.9918190240859985,4.020586013793945,6.195354461669922
25,pure blocked,47,256,18,26,9,0.005894827656447887,0.9999980330467224,4.155281066894531,2.199979066848755
25,pure interleaved,47,256,18,13,15,0.0006721417885273695,0.9689117074012756,4.06068229675293,2.991302490234375
25,pure interleaved,47,256,18,5,35,0.005578941665589809,0.29118362069129944,4.155283451080322,2.201503276824951
25,pure blocked,47,256,18,21,34,0.005500043276697397,0.07607738673686981,4.155256748199463,2.199742078781128
25,pure blocked,47,256,18,19,8,0.001956587191671133,0.8541984558105469,4.0070881843566895,7.351708889007568
25,pure interleaved,47,256,18,4,16,0.0010119692888110876,0.9948850274085999,4.01881217956543,6.0373945236206055
30,pure blocked,47,256,18,26,9,0.006403800565749407,0.9999999403953552,4.156651020050049,2.4410996437072754
30,pure interleaved,47,256,18,13,15,0.0006988905952312052,0.9756596684455872,4.095356464385986,2.989607810974121
30,pure interleaved,47,256,18,5,35,0.00623198039829731,0.29008227586746216,4.156652450561523,2.4411511421203613
30,pure blocked,47,256,18,21,34,0.006226816680282354,0.15522311627864838,4.156647682189941,2.440829038619995
30,pure blocked,47,256,18,19,8,0.0029368691612035036,0.8324107527732849,4.0543012619018555,6.178269386291504
30,pure interleaved,47,256,18,4,16,0.0009937925497069955,0.9835283160209656,4.018186092376709,5.659531593322754
35,pure blocked,47,256,18,26,9,0.005329413339495659,0.9999999403953552,4.155632972717285,2.5073018074035645
35,pure interleaved,47,256,18,13,15,0.000672874681185931,0.9734296798706055,4.099125862121582,3.180206298828125
35,pure interleaved,47,256,18,5,35,0.0052615199238061905,0.2694684863090515,4.155633926391602,2.50734281539917
35,pure blocked,47,256,18,21,34,0.005256465170532465,0.12126781046390533,4.155632495880127,2.507333993911743
35,pure blocked,47,256,18,19,8,0.0016801960300654173,0.896719753742218,4.048614978790283,6.472708225250244
35,pure interleaved,47,256,18,4,16,0.0009935684502124786,0.9766579866409302,4.046633243560791,4.937331676483154
40,pure blocked,47,256,18,26,9,0.006126756779849529,0.9999999403953552,4.160053730010986,2.67655086517334
40,pure interleaved,47,256,18,13,15,0.0006070764502510428,0.9923848509788513,4.076735496520996,3.515143632888794
40,pure interleaved,47,256,18,5,35,0.006089838687330484,0.22561998665332794,4.160054683685303,2.6765546798706055
40,pure blocked,47,256,18,21,34,0.006098784971982241,0.1912652850151062,4.1600542068481445,2.676553249359131
40,pure blocked,47,256,18,19,8,0.0015902519226074219,0.8957017660140991,4.068344593048096,6.2188215255737305
40,pure interleaved,47,256,18,4,16,0.0009173467988148332,0.9923855662345886,4.032690525054932,5.590714931488037
45,pure blocked,47,256,18,26,9,0.005311684217303991,0.9999999403953552,4.158179759979248,2.825984477996826
45,pure interleaved,47,256,18,13,15,0.0007817134028300643,0.9848760366439819,4.092861652374268,3.4491782188415527
45,pure interleaved,47,256,18,5,35,0.005294925533235073,0.2597443461418152,4.158179759979248,2.825984477996826
