epoch,model_type,seed,hidden_size1,bottleneck_size,stim_A,stim_C,C_activation,cosine_sim,representation_entropy,representation_sparsity
0,pure blocked,24,32,18,26,9,0.023966005071997643,0.4456806182861328,3.9770119190216064,4.319474697113037
0,pure interleaved,24,32,18,13,15,0.025438766926527023,0.2805044651031494,4.125096321105957,3.3388328552246094
0,pure interleaved,24,32,18,5,35,0.027547121047973633,0.5848878026008606,4.018087863922119,4.509248733520508
0,pure blocked,24,32,18,21,34,0.0316866934299469,0.2926211953163147,4.117569446563721,2.9287405014038086
0,pure blocked,24,32,18,19,8,0.031685441732406616,0.3371497392654419,4.02925968170166,5.0719523429870605
0,pure interleaved,24,32,18,4,16,0.02476646937429905,0.33953243494033813,4.095749378204346,4.246751308441162
5,pure blocked,24,32,18,26,9,0.023806773126125336,0.2336430698633194,4.059380054473877,4.429733753204346
5,pure interleaved,24,32,18,13,15,0.024688156321644783,0.14725874364376068,4.137131690979004,2.3957715034484863
5,pure interleaved,24,32,18,5,35,0.02735137939453125,0.5447458624839783,4.023423194885254,3.978854179382324
5,pure blocked,24,32,18,21,34,0.02664300426840782,0.3067401647567749,4.149747371673584,2.070805311203003
5,pure blocked,24,32,18,19,8,0.02679363824427128,0.30777835845947266,3.9659886360168457,5.8355183601379395
5,pure interleaved,24,32,18,4,16,0.02497338503599167,0.44945472478866577,4.057314395904541,5.078499794006348
10,pure blocked,24,32,18,26,9,0.024160224944353104,0.8623195290565491,4.079002380371094,4.416348934173584
10,pure interleaved,24,32,18,13,15,0.022577818483114243,0.1558871567249298,4.139914512634277,1.9386543035507202
10,pure interleaved,24,32,18,5,35,0.02313140779733658,0.5025755763053894,4.142994403839111,1.5467207431793213
10,pure blocked,24,32,18,21,34,0.022964825853705406,0.29024800658226013,4.123894691467285,2.7476184368133545
10,pure blocked,24,32,18,19,8,0.023141521960496902,0.32752904295921326,4.035905361175537,5.495959281921387
10,pure interleaved,24,32,18,4,16,0.024486318230628967,0.27899396419525146,3.9387569427490234,6.765252590179443
15,pure blocked,24,32,18,26,9,0.01810603216290474,0.9823092818260193,4.136054992675781,2.897623062133789
15,pure interleaved,24,32,18,13,15,0.019861940294504166,0.10941631346940994,4.146453857421875,1.272996187210083
15,pure interleaved,24,32,18,5,35,0.019089141860604286,0.10609856247901917,4.161484718322754,1.370100975036621
15,pure blocked,24,32,18,21,34,0.019458884373307228,0.18381479382514954,4.14349889755249,2.3866848945617676
15,pure blocked,24,32,18,19,8,0.02049199305474758,0.43573468923568726,4.062345504760742,5.152576923370361
15,pure interleaved,24,32,18,4,16,0.023383017629384995,0.30780747532844543,3.9324355125427246,7.944810390472412
20,pure blocked,24,32,18,26,9,0.015223140828311443,0.9999834895133972,4.155202388763428,1.7626906633377075
20,pure interleaved,24,32,18,13,15,0.01719086430966854,0.14452391862869263,4.160079479217529,0.898085355758667
20,pure interleaved,24,32,18,5,35,0.016170920804142952,0.020977647975087166,4.155246734619141,1.7638790607452393
20,pure blocked,24,32,18,21,34,0.01597762480378151,0.12060646712779999,4.155125617980957,1.767141342163086
