epoch,model_type,seed,hidden_size1,bottleneck_size,stim_A,stim_C,C_activation,cosine_sim,representation_entropy,representation_sparsity
0,pure blocked,22,32,18,26,9,0.026420755311846733,0.7399360537528992,4.120947360992432,3.452846050262451
0,pure interleaved,22,32,18,13,15,0.025170909240841866,0.18501442670822144,4.140799522399902,2.1767046451568604
0,pure interleaved,22,32,18,5,35,0.03579569235444069,0.6572039127349854,4.158783912658691,1.1505028009414673
0,pure blocked,22,32,18,21,34,0.028078269213438034,0.6498206853866577,4.0838775634765625,5.5983195304870605
0,pure blocked,22,32,18,19,8,0.029270416125655174,0.24752075970172882,4.157443523406982,1.1794191598892212
0,pure interleaved,22,32,18,4,16,0.027075983583927155,0.02963285706937313,4.1464948654174805,2.1755552291870117
5,pure blocked,22,32,18,26,9,0.022882288321852684,0.7041540145874023,4.147346019744873,1.9470793008804321
5,pure interleaved,22,32,18,13,15,0.025251157581806183,0.11955827474594116,4.1519036293029785,1.778199315071106
5,pure interleaved,22,32,18,5,35,0.030307874083518982,0.657036304473877,4.1541876792907715,1.3208627700805664
5,pure blocked,22,32,18,21,34,0.026901882141828537,0.6267637014389038,4.120192527770996,3.9959707260131836
5,pure blocked,22,32,18,19,8,0.027100596576929092,0.33347752690315247,4.166440486907959,0.5014085173606873
5,pure interleaved,22,32,18,4,16,0.026527438312768936,0.21480302512645721,4.111525535583496,2.7334508895874023
10,pure blocked,22,32,18,26,9,0.022176505997776985,0.8587932586669922,4.1546173095703125,1.5732381343841553
10,pure interleaved,22,32,18,13,15,0.024651557207107544,0.006057246588170528,4.13905143737793,1.7323265075683594
10,pure interleaved,22,32,18,5,35,0.02567501924932003,0.6305426359176636,4.150592803955078,1.365288496017456
10,pure blocked,22,32,18,21,34,0.024244846776127815,0.8096747398376465,4.125920295715332,3.16298246383667
10,pure blocked,22,32,18,19,8,0.025290248915553093,0.3245401680469513,4.164645195007324,0.5688952207565308
10,pure interleaved,22,32,18,4,16,0.02539343573153019,0.4061480760574341,4.075565338134766,2.629422187805176
15,pure blocked,22,32,18,26,9,0.02183397114276886,0.9993821978569031,4.152920246124268,1.700596570968628
15,pure interleaved,22,32,18,13,15,0.023915909230709076,0.015287086367607117,4.12405252456665,1.8162221908569336
15,pure interleaved,22,32,18,5,35,0.023113932460546494,0.4758894443511963,4.152098178863525,1.6052665710449219
15,pure blocked,22,32,18,21,34,0.023864684626460075,0.6650147438049316,4.137605667114258,2.3871548175811768
15,pure blocked,22,32,18,19,8,0.023614022880792618,0.4221205711364746,4.151977062225342,1.000567078590393
15,pure interleaved,22,32,18,4,16,0.022167811170220375,0.6255176663398743,4.037308692932129,3.649275302886963
20,pure blocked,22,32,18,26,9,0.020861318334937096,0.9999989867210388,4.14239501953125,2.099518299102783
20,pure interleaved,22,32,18,13,15,0.022959737107157707,0.7740854024887085,4.101466178894043,2.492448091506958
