epoch,model_type,seed,hidden_size1,bottleneck_size,stim_A,stim_C,C_activation,cosine_sim,representation_entropy,representation_sparsity
0,pure blocked,40,256,18,26,9,0.025543631985783577,0.021877549588680267,3.8216636180877686,5.117151260375977
0,pure interleaved,40,256,18,13,15,0.02379525452852249,0.3183569312095642,4.130390167236328,2.10243821144104
0,pure interleaved,40,256,18,5,35,0.026652337983250618,0.04110369831323624,4.124481678009033,1.7581634521484375
0,pure blocked,40,256,18,21,34,0.01829875074326992,0.03444908931851387,3.542084217071533,11.977945327758789
0,pure blocked,40,256,18,19,8,0.011458460241556168,0.7269269227981567,3.77070689201355,11.176589965820312
0,pure interleaved,40,256,18,4,16,0.027973759919404984,0.1637200266122818,4.004877090454102,2.7683892250061035
5,pure blocked,40,256,18,26,9,0.019790615886449814,0.7071589231491089,4.15955114364624,1.4881882667541504
5,pure interleaved,40,256,18,13,15,0.01891481503844261,0.8731732964515686,4.078106880187988,4.785369873046875
5,pure interleaved,40,256,18,5,35,0.020600933581590652,0.44900593161582947,4.161538600921631,1.3167005777359009
5,pure blocked,40,256,18,21,34,0.01972346007823944,0.28912827372550964,4.153696537017822,2.1288325786590576
5,pure blocked,40,256,18,19,8,0.009954698383808136,0.7482885122299194,3.8094613552093506,12.125459671020508
5,pure interleaved,40,256,18,4,16,0.013693530112504959,0.8081412315368652,4.016490936279297,4.302977561950684
10,pure blocked,40,256,18,26,9,0.016413889825344086,0.9999959468841553,4.159021377563477,1.3973270654678345
10,pure interleaved,40,256,18,13,15,0.0070864432491362095,0.9427616596221924,4.058075904846191,5.183708667755127
10,pure interleaved,40,256,18,5,35,0.016450950875878334,0.5234244465827942,4.1590447425842285,1.3940554857254028
10,pure blocked,40,256,18,21,34,0.016364002600312233,0.0,4.159091472625732,1.3901863098144531
10,pure blocked,40,256,18,19,8,0.007906172424554825,0.8553024530410767,3.9165992736816406,8.771141052246094
10,pure interleaved,40,256,18,4,16,0.0069592962972819805,0.941183865070343,4.026944637298584,3.9308457374572754
15,pure blocked,40,256,18,26,9,0.017640018835663795,0.9999998211860657,4.159641742706299,2.025991916656494
15,pure interleaved,40,256,18,13,15,0.001570534659549594,0.9738830924034119,4.005406856536865,6.826040744781494
15,pure interleaved,40,256,18,5,35,0.017606619745492935,0.4824237525463104,4.159652233123779,2.024730682373047
15,pure blocked,40,256,18,21,34,0.017657093703746796,0.03654388710856438,4.159645080566406,2.0243966579437256
15,pure blocked,40,256,18,19,8,0.001147791976109147,0.8141506910324097,3.990048885345459,9.849918365478516
15,pure interleaved,40,256,18,4,16,0.004457907751202583,0.8907382488250732,4.1021037101745605,2.479377269744873
20,pure blocked,40,256,18,26,9,0.017466310411691666,0.9999995827674866,4.156834602355957,2.310819625854492
20,pure interleaved,40,256,18,13,15,0.002259492175653577,0.9196467399597168,3.985478639602661,7.738374710083008
20,pure interleaved,40,256,18,5,35,0.017476078122854233,0.28182369470596313,4.156854152679443,2.310417890548706
20,pure blocked,40,256,18,21,34,0.017468543723225594,0.005141108762472868,4.156843662261963,2.3110647201538086
20,pure blocked,40,256,18,19,8,0.005999633576720953,0.8419986963272095,3.841731309890747,12.137290954589844
