epoch,model_type,seed,hidden_size1,bottleneck_size,stim_A,stim_C,C_activation,cosine_sim,representation_entropy,representation_sparsity
0,pure blocked,36,6,18,26,9,0.02449500747025013,0.9488838911056519,4.134377956390381,5.209898948669434
0,pure interleaved,36,6,18,13,15,0.0324527844786644,0.992882490158081,4.136237144470215,5.13314962387085
0,pure interleaved,36,6,18,5,35,0.033390555530786514,0.9218683242797852,3.6988110542297363,6.201704025268555
0,pure blocked,36,6,18,21,34,0.0255542304366827,0.1180150955915451,4.15420389175415,2.923168182373047
0,pure blocked,36,6,18,19,8,0.0281047560274601,0.14531192183494568,4.138575077056885,2.2099084854125977
0,pure interleaved,36,6,18,4,16,0.024471115320920944,0.9913635849952698,4.141831398010254,3.7912139892578125
5,pure blocked,36,6,18,26,9,0.02504071034491062,0.9048013091087341,4.132881164550781,5.311897277832031
5,pure interleaved,36,6,18,13,15,0.027979612350463867,0.8861591219902039,4.145657539367676,3.6544642448425293
5,pure interleaved,36,6,18,5,35,0.03062129206955433,0.9224163293838501,3.854681968688965,5.607575416564941
5,pure blocked,36,6,18,21,34,0.024031532928347588,0.08260204643011093,4.1443939208984375,2.5725440979003906
5,pure blocked,36,6,18,19,8,0.025663116946816444,0.07716899365186691,4.144841194152832,1.690657138824463
5,pure interleaved,36,6,18,4,16,0.024988429620862007,0.9996723532676697,4.147833824157715,3.9709715843200684
10,pure blocked,36,6,18,26,9,0.0227824654430151,0.9253112077713013,4.143657684326172,4.85968017578125
10,pure interleaved,36,6,18,13,15,0.027546189725399017,0.9929154515266418,4.1503682136535645,4.060266971588135
10,pure interleaved,36,6,18,5,35,0.02776438556611538,0.8365728855133057,4.060202598571777,3.606846809387207
10,pure blocked,36,6,18,21,34,0.021655024960637093,0.14132919907569885,4.1560235023498535,2.7316596508026123
10,pure blocked,36,6,18,19,8,0.02341713197529316,0.16725130379199982,4.163267612457275,1.0369763374328613
10,pure interleaved,36,6,18,4,16,0.023519841954112053,0.9965915083885193,4.144603252410889,3.539320945739746
15,pure blocked,36,6,18,26,9,0.019987741485238075,0.9841192960739136,4.1564130783081055,2.7147037982940674
15,pure interleaved,36,6,18,13,15,0.024226095527410507,0.9570567607879639,4.14836311340332,3.296891450881958
15,pure interleaved,36,6,18,5,35,0.023106621578335762,0.5951664447784424,4.132411003112793,2.2882285118103027
15,pure blocked,36,6,18,21,34,0.019474143162369728,0.12317770719528198,4.156246662139893,2.7672667503356934
15,pure blocked,36,6,18,19,8,0.020425593480467796,0.27158987522125244,4.162347316741943,1.180296540260315
15,pure interleaved,36,6,18,4,16,0.02256232127547264,0.9363454580307007,4.151083946228027,3.703958511352539
20,pure blocked,36,6,18,26,9,0.017127113416790962,0.995759129524231,4.158777236938477,2.2301182746887207
20,pure interleaved,36,6,18,13,15,0.022340202704072,0.9572395086288452,4.1440534591674805,4.478260517120361
20,pure interleaved,36,6,18,5,35,0.020243650302290916,0.2464788258075714,4.151837348937988,1.777040958404541
20,pure blocked,36,6,18,21,34,0.016176460310816765,0.16199463605880737,4.158788681030273,2.225964307785034
20,pure blocked,36,6,18,19,8,0.017470011487603188,0.31656020879745483,4.162998199462891,1.044013500213623
20,pure interleaved,36,6,18,4,16,0.02306888811290264,0.9516644477844238,4.148404121398926,2.9017393589019775
25,pure blocked,36,6,18,26,9,0.014369407668709755,0.9999790191650391,4.159024238586426,1.9684010744094849
25,pure interleaved,36,6,18,13,15,0.020636433735489845,0.7686078548431396,4.142936706542969,4.521340370178223
25,pure interleaved,36,6,18,5,35,0.017162298783659935,0.04575434699654579,4.159313678741455,1.6396629810333252
25,pure blocked,36,6,18,21,34,0.013825745321810246,0.15403532981872559,4.159024238586426,1.9684010744094849
25,pure blocked,36,6,18,19,8,0.014787325635552406,0.3469843864440918,4.158001899719238,1.2004714012145996
25,pure interleaved,36,6,18,4,16,0.02426649071276188,0.8363518714904785,4.150472164154053,2.936586856842041
30,pure blocked,36,6,18,26,9,0.011311553418636322,1.0,4.154820442199707,2.7695484161376953
30,pure interleaved,36,6,18,13,15,0.014165886677801609,0.9211609363555908,4.142684459686279,4.42202615737915
30,pure interleaved,36,6,18,5,35,0.014413410797715187,0.042933594435453415,4.156401634216309,2.481212854385376
30,pure blocked,36,6,18,21,34,0.010436154901981354,0.07484598457813263,4.154820442199707,2.7695484161376953
30,pure blocked,36,6,18,19,8,0.01114257238805294,0.47778788208961487,4.144859313964844,1.75138521194458
30,pure interleaved,36,6,18,4,16,0.02300778403878212,0.8036117553710938,4.153285026550293,2.7334814071655273
35,pure blocked,36,6,18,26,9,0.009684440679848194,0.9999999403953552,4.15602970123291,2.1154565811157227
35,pure interleaved,36,6,18,13,15,0.011634781956672668,0.829422652721405,4.144752025604248,4.1875386238098145
35,pure interleaved,36,6,18,5,35,0.012055326253175735,0.03910396248102188,4.15602970123291,2.1154565811157227
35,pure blocked,36,6,18,21,34,0.008945460431277752,0.05665716156363487,4.15602970123291,2.1154565811157227
35,pure blocked,36,6,18,19,8,0.010833854787051678,0.5843203663825989,4.1615986824035645,1.4748308658599854
35,pure interleaved,36,6,18,4,16,0.020470134913921356,0.7115355730056763,4.1543965339660645,2.65733003616333
40,pure blocked,36,6,18,26,9,0.008644653484225273,1.0,4.157172203063965,1.6870689392089844
40,pure interleaved,36,6,18,13,15,0.009805702604353428,0.7693361043930054,4.144372940063477,3.7510056495666504
40,pure interleaved,36,6,18,5,35,0.010343441739678383,0.033455993980169296,4.157172203063965,1.6870689392089844
40,pure blocked,36,6,18,21,34,0.008174493908882141,0.03213496506214142,4.157172203063965,1.6870689392089844
40,pure blocked,36,6,18,19,8,0.009445368312299252,0.5665239691734314,4.163852691650391,1.1911327838897705
40,pure interleaved,36,6,18,4,16,0.01713773049414158,0.7890213131904602,4.1532511711120605,2.7155849933624268
45,pure blocked,36,6,18,26,9,0.008116859011352062,1.0,4.153618335723877,1.8904273509979248
45,pure interleaved,36,6,18,13,15,0.008837197907269001,0.8148817420005798,4.143808364868164,3.703526496887207
45,pure interleaved,36,6,18,5,35,0.009184600785374641,0.022070251405239105,4.153618335723877,1.8904273509979248
45,pure blocked,36,6,18,21,34,0.007852817885577679,0.028616778552532196,4.153618335723877,1.8904273509979248
45,pure blocked,36,6,18,19,8,0.007967480458319187,0.6728156805038452,4.159764766693115,1.2335331439971924
45,pure interleaved,36,6,18,4,16,0.013538356870412827,0.6410744786262512,4.15615177154541,2.3947277069091797
50,pure blocked,36,6,18,26,9,0.007232716307044029,1.0000001192092896,4.154918670654297,1.552539587020874
50,pure interleaved,36,6,18,13,15,0.007731292396783829,0.8285707235336304,4.149115562438965,3.0734364986419678
50,pure interleaved,36,6,18,5,35,0.00809508003294468,0.0,4.154918670654297,1.552539587020874
50,pure blocked,36,6,18,21,34,0.0069755869917571545,0.05442320555448532,4.154918670654297,1.552539587020874
50,pure blocked,36,6,18,19,8,0.00710264639928937,0.7474641799926758,4.159048080444336,1.235133409500122
50,pure interleaved,36,6,18,4,16,0.011734961532056332,0.7423021793365479,4.160093307495117,2.0003695487976074
55,pure blocked,36,6,18,26,9,0.007255306467413902,1.0,4.157811164855957,1.5720157623291016
55,pure interleaved,36,6,18,13,15,0.007451891899108887,0.8797130584716797,4.152656555175781,2.6701278686523438
55,pure interleaved,36,6,18,5,35,0.0077429055236279964,0.0,4.157811164855957,1.5720157623291016
55,pure blocked,36,6,18,21,34,0.007130092941224575,0.06081293150782585,4.157811164855957,1.5720157623291016
55,pure blocked,36,6,18,19,8,0.0071717919781804085,0.8429581522941589,4.158472061157227,1.4166383743286133
55,pure interleaved,36,6,18,4,16,0.010124976746737957,0.713351845741272,4.159832000732422,2.0789668560028076
60,pure blocked,36,6,18,26,9,0.0068005649372935295,0.9999999403953552,4.157884120941162,1.9221429824829102
60,pure interleaved,36,6,18,13,15,0.00692750746384263,0.970649003982544,4.154160499572754,2.5022313594818115
60,pure interleaved,36,6,18,5,35,0.0070818690583109856,0.0,4.157884120941162,1.9221429824829102
60,pure blocked,36,6,18,21,34,0.006695896852761507,0.09831324219703674,4.157884120941162,1.9221429824829102
60,pure blocked,36,6,18,19,8,0.00672191334888339,0.9478613138198853,4.158306121826172,1.7696669101715088
60,pure interleaved,36,6,18,4,16,0.0076654874719679356,0.6954548954963684,4.162346839904785,1.7862575054168701
65,pure blocked,36,6,18,26,9,0.006000007502734661,1.0000001192092896,4.159460544586182,1.687186360359192
65,pure interleaved,36,6,18,13,15,0.0061138467863202095,0.9575073719024658,4.155369281768799,2.3616979122161865
65,pure interleaved,36,6,18,5,35,0.006170507986098528,0.0,4.159460544586182,1.687186360359192
65,pure blocked,36,6,18,21,34,0.00601458502933383,0.11528289318084717,4.159460544586182,1.687186360359192
