epoch,model_type,seed,hidden_size1,bottleneck_size,stim_A,stim_C,C_activation,cosine_sim,representation_entropy,representation_sparsity
0,hybrid blocked,32,256,18,26,9,0.02400144748389721,0.06546912342309952,4.151249885559082,1.1078643798828125
0,hybrid interleaved,32,256,18,13,15,0.02311551943421364,0.7296231389045715,3.8996856212615967,4.870171546936035
0,hybrid interleaved,32,256,18,5,35,0.02396707981824875,0.16922296583652496,4.125030994415283,1.569678544998169
0,hybrid blocked,32,256,18,21,34,0.019087674096226692,0.5008328557014465,3.31988525390625,7.509378910064697
0,hybrid blocked,32,256,18,19,8,0.01194770447909832,0.810413122177124,3.457047939300537,11.32758617401123
0,hybrid interleaved,32,256,18,4,16,0.015637392178177834,0.6053728461265564,3.784430742263794,8.94534683227539
5,hybrid blocked,32,256,18,26,9,0.011100335977971554,0.9622454047203064,4.154348373413086,2.115408182144165
5,hybrid interleaved,32,256,18,13,15,0.00892111286520958,0.9222321510314941,3.9296998977661133,3.975219249725342
5,hybrid interleaved,32,256,18,5,35,0.011225895024836063,0.5635956525802612,4.152291774749756,2.1476831436157227
5,hybrid blocked,32,256,18,21,34,0.012215460650622845,0.29463112354278564,4.145108699798584,2.6018381118774414
5,hybrid blocked,32,256,18,19,8,0.0037568004336208105,0.976712703704834,3.5727193355560303,9.009071350097656
5,hybrid interleaved,32,256,18,4,16,0.015598387457430363,0.9215635061264038,3.8455185890197754,8.224440574645996
10,hybrid blocked,32,256,18,26,9,0.010579079389572144,0.9999972581863403,4.153687000274658,2.3818764686584473
10,hybrid interleaved,32,256,18,13,15,0.005244391039013863,0.9658619165420532,3.9507737159729004,4.481424808502197
10,hybrid interleaved,32,256,18,5,35,0.010603602044284344,0.5896396040916443,4.153672695159912,2.3844332695007324
10,hybrid blocked,32,256,18,21,34,0.010573736391961575,0.41427847743034363,4.1534576416015625,2.3566436767578125
10,hybrid blocked,32,256,18,19,8,0.00697649922221899,0.936302661895752,3.795128107070923,7.259965896606445
10,hybrid interleaved,32,256,18,4,16,0.0056273858062922955,0.9234474897384644,3.8124184608459473,8.353638648986816
15,hybrid blocked,32,256,18,26,9,0.007793462835252285,0.9999999403953552,4.158115386962891,1.7704060077667236
15,hybrid interleaved,32,256,18,13,15,0.0023654696997255087,0.9877597093582153,3.9503583908081055,4.599645614624023
15,hybrid interleaved,32,256,18,5,35,0.007778313010931015,0.517060399055481,4.158121109008789,1.7695497274398804
15,hybrid blocked,32,256,18,21,34,0.007861824706196785,0.4229084551334381,4.158120155334473,1.7697151899337769
15,hybrid blocked,32,256,18,19,8,0.0021250713616609573,0.9638917446136475,3.876970052719116,7.363968372344971
15,hybrid interleaved,32,256,18,4,16,0.004427376668900251,0.9423911571502686,3.949191093444824,7.531460762023926
20,hybrid blocked,32,256,18,26,9,0.009535711258649826,0.9999985098838806,4.163773536682129,1.4068409204483032
20,hybrid interleaved,32,256,18,13,15,0.0010369466617703438,0.9675947427749634,3.9394965171813965,5.049044609069824
20,hybrid interleaved,32,256,18,5,35,0.009529505856335163,0.6286671161651611,4.163766384124756,1.4070724248886108
20,hybrid blocked,32,256,18,21,34,0.009575318545103073,0.4852183759212494,4.163768768310547,1.406901478767395
20,hybrid blocked,32,256,18,19,8,0.0015846459427848458,0.9165419936180115,3.7807230949401855,7.17886209487915
20,hybrid interleaved,32,256,18,4,16,0.0007163707632571459,0.9819589853286743,3.936955213546753,6.952260971069336
25,hybrid blocked,32,256,18,26,9,0.008874020539224148,0.9999999403953552,4.163917064666748,1.4359300136566162
25,hybrid interleaved,32,256,18,13,15,0.001553165609948337,0.9313094019889832,3.8822574615478516,4.958913326263428
25,hybrid interleaved,32,256,18,5,35,0.008878869004547596,0.5849822759628296,4.163917064666748,1.4360243082046509
25,hybrid blocked,32,256,18,21,34,0.008902841247618198,0.4212190806865692,4.163918495178223,1.4357712268829346
25,hybrid blocked,32,256,18,19,8,0.0009205444366671145,0.9021161198616028,3.7563815116882324,9.181135177612305
25,hybrid interleaved,32,256,18,4,16,0.001069281017407775,0.9744883179664612,3.9631617069244385,7.40979528427124
30,hybrid blocked,32,256,18,26,9,0.01168461237102747,0.9999995231628418,4.16572380065918,1.5828790664672852
30,hybrid interleaved,32,256,18,13,15,0.0014031549217179418,0.9568164348602295,4.053633689880371,3.6555023193359375
30,hybrid interleaved,32,256,18,5,35,0.011668150313198566,0.5219244956970215,4.165726661682129,1.5820746421813965
30,hybrid blocked,32,256,18,21,34,0.011658532544970512,0.4681943655014038,4.165724277496338,1.5829412937164307
30,hybrid blocked,32,256,18,19,8,0.00462726503610611,0.9101812839508057,3.948922634124756,6.525299072265625
30,hybrid interleaved,32,256,18,4,16,0.0023536987137049437,0.9677613973617554,4.043282985687256,5.324349403381348
35,hybrid blocked,32,256,18,26,9,0.016739271581172943,0.9999992847442627,4.163749694824219,1.8812408447265625
35,hybrid interleaved,32,256,18,13,15,0.0008625537157058716,0.994019627571106,3.8987720012664795,5.962961673736572
35,hybrid interleaved,32,256,18,5,35,0.016739798709750175,0.4805587828159332,4.1637492179870605,1.882163166999817
35,hybrid blocked,32,256,18,21,34,0.01675904169678688,0.438196063041687,4.163747787475586,1.8815011978149414
35,hybrid blocked,32,256,18,19,8,0.0022366398479789495,0.8868840932846069,4.003529071807861,5.982799053192139
35,hybrid interleaved,32,256,18,4,16,0.0023923362605273724,0.9380273818969727,4.072499752044678,4.326737880706787
40,hybrid blocked,32,256,18,26,9,0.02131112851202488,0.9999997615814209,4.1638617515563965,2.065814733505249
40,hybrid interleaved,32,256,18,13,15,0.001299150288105011,0.9926259517669678,4.035221099853516,4.532842636108398
40,hybrid interleaved,32,256,18,5,35,0.021311327815055847,0.523894727230072,4.1638641357421875,2.0656399726867676
40,hybrid blocked,32,256,18,21,34,0.021306760609149933,0.4970211386680603,4.163863658905029,2.065617561340332
40,hybrid blocked,32,256,18,19,8,0.0003488888032734394,0.96561199426651,3.9941110610961914,7.645624160766602
40,hybrid interleaved,32,256,18,4,16,0.002231692196801305,0.9474552273750305,4.03032112121582,5.653761863708496
45,hybrid blocked,32,256,18,26,9,0.011170268058776855,0.9999998807907104,4.158051490783691,2.6471004486083984
45,hybrid interleaved,32,256,18,13,15,0.00025626624119468033,0.9665929079055786,4.0374369621276855,4.672718048095703
45,hybrid interleaved,32,256,18,5,35,0.011194191873073578,0.3831815719604492,4.158059597015381,2.647390842437744
45,hybrid blocked,32,256,18,21,34,0.011182148940861225,0.19171740114688873,4.158045291900635,2.6471567153930664
45,hybrid blocked,32,256,18,19,8,0.000801605696324259,0.9479680061340332,4.0157790184021,6.619329929351807
45,hybrid interleaved,32,256,18,4,16,0.0008441079990006983,0.971755862236023,4.042204856872559,6.035534381866455
50,hybrid blocked,32,256,18,26,9,0.016348905861377716,0.9999943971633911,4.15867805480957,3.265583038330078
50,hybrid interleaved,32,256,18,13,15,0.0008028298034332693,0.97367924451828,4.023223400115967,4.959600925445557
50,hybrid interleaved,32,256,18,5,35,0.016346773132681847,0.490525484085083,4.158657073974609,3.265878915786743
50,hybrid blocked,32,256,18,21,34,0.01635400950908661,0.19553759694099426,4.15868616104126,3.265549659729004
50,hybrid blocked,32,256,18,19,8,0.001131720026023686,0.9419204592704773,4.044919967651367,6.534612655639648
50,hybrid interleaved,32,256,18,4,16,0.0018372965278103948,0.9751430749893188,4.0776543617248535,5.336714744567871
55,hybrid blocked,32,256,18,26,9,0.014231475070118904,0.9999998211860657,4.1586713790893555,3.1284284591674805
55,hybrid interleaved,32,256,18,13,15,0.0008916728547774255,0.994415283203125,4.068237781524658,4.030002117156982
55,hybrid interleaved,32,256,18,5,35,0.014219557866454124,0.6294249296188354,4.158664703369141,3.128048896789551
55,hybrid blocked,32,256,18,21,34,0.014223168604075909,0.16758295893669128,4.158667087554932,3.128126621246338
55,hybrid blocked,32,256,18,19,8,0.0009240209474228323,0.9803361892700195,4.061807155609131,5.909523963928223
55,hybrid interleaved,32,256,18,4,16,0.0020940781105309725,0.9864369034767151,4.074154376983643,5.368937015533447
60,hybrid blocked,32,256,18,26,9,0.018541377037763596,0.9999995827674866,4.162664413452148,3.040066957473755
60,hybrid interleaved,32,256,18,13,15,0.0012823801953345537,0.9838743209838867,4.0867414474487305,3.8080430030822754
60,hybrid interleaved,32,256,18,5,35,0.01855635829269886,0.49538475275039673,4.162677764892578,3.0402166843414307
60,hybrid blocked,32,256,18,21,34,0.018548766151070595,0.2161804735660553,4.162670135498047,3.041038990020752
60,hybrid blocked,32,256,18,19,8,0.003039275063201785,0.9799479246139526,4.044644355773926,6.564797401428223
60,hybrid interleaved,32,256,18,4,16,0.0011832860764116049,0.9915022850036621,4.068533420562744,5.688785552978516
65,hybrid blocked,32,256,18,26,9,0.016921183094382286,0.9999995231628418,4.16030740737915,3.8059370517730713
65,hybrid interleaved,32,256,18,13,15,0.002892046933993697,0.9513922929763794,4.091836929321289,3.6456010341644287
65,hybrid interleaved,32,256,18,5,35,0.01690192148089409,0.5132282972335815,4.160301208496094,3.8064727783203125
65,hybrid blocked,32,256,18,21,34,0.016915325075387955,0.27062028646469116,4.160300254821777,3.8054327964782715
65,hybrid blocked,32,256,18,19,8,0.0006928380462341011,0.9603661894798279,3.9974634647369385,7.388301849365234
65,hybrid interleaved,32,256,18,4,16,0.0010596771026030183,0.9968799352645874,4.095655918121338,5.029725074768066
